event,response_id,target_id,interaction_type,label,label_expanded,Confidence_Level,response_text,target_text,truncated
General_Terms,1021546456308568064,1021285972481200128,Quote,Denial,Explicit_Denial,1.0,Every single one is wrong except 9 https://t.co/E5Zffqpw3Y,"I wana see how many of you guys agree with my NBA opinions, so here’s 9 1. LeBron &gt; any other player ever 2. Kobe &gt; Any other guard ever 3. Wall &gt; Kyrie 4. Lillard &gt; Kyrie 5. KP &gt; Embiid 6. CP3 is still the best PG in the NBA 7. Kawhi &gt; KD 8. Butler &gt; Klay 9. Mitchell &gt; Booker",False
General_Terms,1021169357320269826,1021062401989505025,Quote,Queries,Queries,1.0,Just checking ... is it a @JMPDSafety or @SAPoliceService facility. If the first - then @HermanMashaba and @CityofJoburgZA are correctly tagged. If the second then I can see how you might wish that Mashaba and COJ are in charge. Otherwise wrong tags brother. https://t.co/mwbjpiUYR9,Been waiting for more than 15 mins to certify. Nobody at front desk. This is Kliptown Police Station. @HermanMashaba @CityofJoburgZA @sapolice https://t.co/glyiELDFRO,False
General_Terms,1020076115547901952,1020024813442781184,Quote,Support,Implicit_Support,1.0,There is no excuse for this! WTH???? https://t.co/Z50IyR7asa,"This morning, I was denied admittance for alcohol rehab at the VA Domiciliary in Butler, PA by the Chief &amp; Admissions Coordinator. There must be a good reason for this, right? Nope. How does a veteran that wants help for drinking get rejected? No wonder 22 veteran suicides/day.",False
General_Terms,1021906943315771393,1021777783280693249,Quote,Support,Implicit_Support,1.0,A step back for cleantech adoption and sustainable economic development. To what purpose? Increased air polution while we also fall behind other country's transition to greater efficiency and electrification. There is no sound health or economic reason to regress to dirtier air. https://t.co/us1gVHISoz,"Our new research: Trump's clean car rollback will cost US $450 billion, cause 13,000 U.S. deaths through 2050: https://t.co/TRqHfzzdlC https://t.co/lFuFGmUbqy",False
General_Terms,1019312909439176706,1019082914150019073,Quote,Support,Implicit_Support,1.0,"I’m not going to lie, I WISH HE WOULD. He’s tired of it, and so are so many others. #CaptainAmerica https://t.co/K5IMMONk99",I feel like Chris Evans is 2 tweets away from putting on the Captain America costume and going out to solve some stuff,False
General_Terms,1021897901419753473,1021766639602155520,Quote,Denial,Explicit_Denial,1.0,"this isn’t true please stop spreading false info and making our fandom look bad. im a n.fia also as well as a hidden, even tho i don’t agree with this whole situation we can’t go around being like this https://t.co/8o0KhWYocf","I just searched about N.Flying fandom. Turned out it's kinda problematic?? They are salty toward a fellow FNC group SF9, they dragged a JYP group called Day6, and now they tried to drag KARD too just before the comeback LMAO",False
General_Terms,1020596494091550721,1020126780643074048,Quote,Comment,Comment,1.0,I'm baffed. What word autocorrect to the fake word niggerish https://t.co/0PkbYRk1dt,They'll smile in your face but call you a n*gger behind your back. https://t.co/0zYj3tLkVu,False
General_Terms,1019697435524849664,1019695768041639937,Quote,Support,Implicit_Support,1.0,This entire administration is a joke!! I have never seen so much blatant LYING and treating Americans as tho we are all as stupid as the republican base https://t.co/nXqe2Sp70u,"Oh for F’s Sake. He was answering a different question. We are all asked not to believe our own eyes and ears on a daily basis by this administration. Trump, Sanders, Pence, all pathological, immoral liars.",False
General_Terms,1021156017755906050,1021141263570153472,Quote,Denial,Explicit_Denial,1.0,This gotta be fake... no fucking way. https://t.co/vAjR5YWkU3,"Syndergaard on the DL with ""hand, foot and mouth disease."" Contracted it the Mets believe working a youth camp.",False
General_Terms,1019451343357009920,1019447049152954368,Quote,Comment,Comment,1.0,OH MY GOD PLEASE!! I'M GONNA CRY!! I NEED A COMPLETE SONG IN HIS VOICE SO BAD😭😭 BOY IF U R LYING IMMA 😭😭😭 https://t.co/faXpxACH9Q,"Kai ALLURE interview Q: So we will be able to meet a song that is only filled with Kai's voice, from the beginning to the end? A: You will be able to meet it, soon. When the album comes out, I will appear with something that will surprise everybody. https://t.co/aLMcWTvDBf",False
General_Terms,1020434714807631875,1020429663091527681,Quote,Queries,Queries,1.0,"Is there is no bipartisan agreement for e-verify to allow illegals to work at jobs Americans refuse to do, especially now with a labor shortage, food prices are going to skyrocket because no Americans want to harvest our crops! Call your Congressmen or @realDonaldTrump https://t.co/afS7LeFT5n",Any additional wall funding is likely to come as a result of a deal negotiated at the end of the year with Democrats and Republicans and wrapped into a final spending package https://t.co/ZXUSCPLYMd,False
General_Terms,1022186295131553802,1021905367364595712,Quote,Denial,Implicit_Denial,1.0,What has the UN done to stop conscription where many men are victims of both physical and sexual violence in many countries? Nothing. What have they done to stop male genital mutilation? Nothing. What have they done to stop false accusations? Nothing. https://t.co/Fz7tD3ofEk,"1 in 3 women experience physical or sexual violence, often by an intimate partner. The #TimeIsNow to end violence &amp; achieve gender equality: https://t.co/GRX0fxrIZL https://t.co/CdoqaAG5ic",False
General_Terms,1021043046509694978,1020381766606098432,Quote,Comment,Comment,1.0,Resting your head on his chest so you can tell he’s lying when his heart rate elevates &gt;&gt;&gt;&gt;&gt;&gt; https://t.co/qhW2cVlZtW,"Girls suck at cuddling. 3 minutes in and they be like “I got a question, and don’t lie..” 😟",False
General_Terms,1021796764578328576,1021794793880514561,Quote,Denial,Explicit_Denial,1.0,This is a spectacularly inadequate/misleading headline. https://t.co/L1lYcbOt7U,Trump to announce support for farmers caught in trade disputes https://t.co/wCUrtslPrc https://t.co/6ApuTDcTpj,False
General_Terms,1021807985654255616,1021719778812145664,Quote,Support,Explicit_Support,1.0,Fake News for a #FakePresidentTrump https://t.co/2oHXgLISli,Remember that #WalkAway Campaign claiming that Democrats were leaving the Party for Trump? We've confirmed it's a fraud: https://t.co/hV2KYxvLiW,False
General_Terms,1022117997283037185,1022116297289678859,Quote,Comment,Comment,1.0,@GOP made shit up about @POTUS44 and @HillaryClinton using @GOP false messaging and fake news Then they claimed they hated him for doing crap they just made up. The difference is this: The crimes @realDonaldTrump and the @GOP are doing are real. It's treason and it's criminal. https://t.co/OOrNJQ9Ix8,Trump Is Turning The GOP Into Everything They Hated About Obama 🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂 ⁦@realDonaldTrump⁩ https://t.co/6Liu68SJ5J,False
General_Terms,1021479238870986752,1021478881918889985,Quote,Queries,Queries,1.0,"Wait, what? Surely that's not true. Link? https://t.co/Izot9k3bq0","Herdsmen attacked people today at Benin-Ore road... Listen, if it's not important, don't travel by road... Nigeria is not safe",False
General_Terms,1021782167033135105,1021779051541946368,Quote,Denial,Explicit_Denial,1.0,Taxes low? That's a lie! https://t.co/9Myc5uqlWY,Talking to media about public sector pay rises. We're making sure people are rewarded whilst controlling our public finances and keeping taxes low. #boostforworkers #hotnews https://t.co/Hfchc4bRNj,False
General_Terms,1020350440951697408,1020345089716088833,Quote,Comment,Comment,1.0,"RUSSIAN PRESIDENT NEEDED MORE IN RUSSIA. HOPE HE DECLINES TRUMPS OFFER, especially since this false #RussianInterferenceCrap.!!!! https://t.co/lpan6rDjlM","Despite #HelsinkiSummit uproar in the U.S., Trump has invited Putin to Washington this autumn https://t.co/VdbOoPhVym https://t.co/5CiSqlGXPu",False
General_Terms,1019679701252550657,1019672319747223552,Quote,Comment,Comment,1.0,"My words would land me on the twitter rock pile with my friend John McKee, so here is the censored version. ""Lying,PutinWhoreTraitor"" who I would stip naked and dragged through the streets of our capital, whipping him as cried for mercy and the world would would laugh! No mercy https://t.co/2A4kcUFrtd","The last couple of days, there has been a lot of focus on words. Mucksters, clear this up for me, what's your words for this ....thing in the pic. https://t.co/TvWBffmJVE",False
General_Terms,1019246144352870400,1019220157053521922,Quote,Denial,Explicit_Denial,1.0,"""Staff editor and writer @nytopinion Formerly of @WSJ and @tabletmag"" ok liar https://t.co/iJLEgMN3Ev",My uber driver today spent 28 years in the military. Served in Iraq. He told me he hasn’t stopped thinking about what the president did yesterday. “It actually hurt me. It was a betrayal.”,False
General_Terms,1019303530132312064,1019301262830030848,Quote,Support,Implicit_Support,1.0,"@gop And you think we believe him when he says he ""misspoke"" yesterday. HOGWASH!!!! None is us are falling for his lie. https://t.co/JzMFuuvm0n","WHAT. A. HYPOCRITE. 😡 Trump staged an elaborate signing ceremony for a veterans bill last week — but now, he's refusing to fund it. https://t.co/9J7dskUdi0",False
General_Terms,1020449235613945856,1020405608447643648,Quote,Support,Implicit_Support,1.0,Brother They are the most unreliable internet providers I’ve seen. On today off tomorrow #sad https://t.co/tJXbXxuEn8,Anyone else having issues with Ntel?,False
General_Terms,1019678712638394368,972377704128421888,Quote,Comment,Comment,1.0,Pieces Like Pottery by Dan Buri at https://t.co/3EsMKIkYDj from @DanBuri777 #Books #Literature #Fiction #Inspirational #ShortStories #Anthologies #Kindle #eBooks #InspirationalFiction https://t.co/EXHHAV82y7,One’s been a #bestseller. Both are creeping (back) up to the top. Let’s do this! Let’s get both to be bestsellers at the same time! What are you waiting for?!?!? #amreading #Write4Life #WritersLifeChat https://t.co/s7UcSzbhAR https://t.co/4oNCa82Nca,False
General_Terms,1018864123289821184,1018769955821678592,Quote,Support,Implicit_Support,1.0,FAKE JAKE TAPPER of CNN still lying to the world. https://t.co/qwI2T3kM5w,What’s #awkward is this CNN and WashPo political columnist trying to dunk on Trump is unaware the Finnish president was in fact at the NATO summit and participated in the heads of state dinner. https://t.co/7spZE7HGSp,False
General_Terms,1018813216124649472,1018774721444208641,Quote,Support,Implicit_Support,1.0,Why there is no check. TOI is spreading false news to malign the image of a culture... Shame on @timesofindia. #bycottTOI....... This is not the first time. TOI made it a practice of spreading fake news. @Ra_THORe @HMOIndia https://t.co/tGUqL3JORz,"And now, TOI changed its headline 1) A boy from Bihar rescued in Chennai who's from Madrassa. This whole case is about Madrassa in Kodungaiyur but TOI also mentioned 'Veda Pathshalas' 2) After criticism on Social Media, TOI changed headline without any clarification or apology. https://t.co/0A8mKEwGKv",False
General_Terms,1020343468751650816,1020322981673775105,Quote,Support,Implicit_Support,1.0,"C’mon #America, the way to get better is a return to some self respect, don’t accept the #bullshit, and *demand* integrity from our representatives. Again, if you’re not reading @nytegan, you’re wasting your life. #EPluribusUnum #RuleOfLaw #MorePerfect https://t.co/0uCzZcUyUY","Who's their Vladdy? It's time to get rid of illusions about Trump supporters. My NYT column, https://t.co/Kr83uzBx4I",False
General_Terms,1018783366957621250,1017173973828886532,Quote,Denial,Explicit_Denial,1.0,Lie again https://t.co/RaVBcGLTlc,rt &amp; you’ll find $100 within the next few hours 💀 https://t.co/MZb0ih2LBg,False
Santa_Fe_Shooting,997642119086043141,997493395541999616,Quote,Support,Explicit_Support,1.0,"Yes, it happened. And it will happen again. The reality is there is no way to completely stop bad people from doing bad things. https://t.co/nfX4NVRjZG","Today’s shooting at ‘Santa Fe High School’ happened in Texas, America’s most gun-friendly state... And it happened despite armed security on the school campus. “More guns” is not the answer.",False
Santa_Fe_Shooting,997849259138535424,997843893961019392,Quote,Support,Implicit_Support,1.0,"🌐 Thank You MSM &amp; DEMS for another job well done with your constant anti Trump hatred filled with dangerous lies. And don't bother with the NRA bullshit narrative, people are not buying it anymore. Try looking into the possibility that these kids &amp; meds may have played a part. https://t.co/4lFKh5bQDt",School Shooter Found Carrying Symbol Linked to Radical Trump Haters https://t.co/WZbwcqZnN2,False
Santa_Fe_Shooting,997543221558435841,997489206795685888,Quote,Support,Implicit_Support,1.0,You've got to be f-ing kidding! This guy is what's wrong with this country! #NeverAgain https://t.co/tGeRT7aIWX,"This dude just showed up with an American flag and a gun to Santa Fe High School, where kids were just murdered in another school shooting. He said he’s there to make America great again. This is Trump’s America and one of the village idiots. Arrest him. https://t.co/4UULILwp31",False
Santa_Fe_Shooting,997598202265329669,997519768939712514,Quote,Denial,Explicit_Denial,1.0,I do not understand why half truths and lies are so common amongst these guys. Is it because they don’t think they’ll ever be called out by enough people to make a difference? There have not been 22 school shootings. https://t.co/mkiE4Ai8sX,"It's been 20 weeks since 2018 began. With the Santa Fe High School shooting, there have been 22 school shootings since 2018 began. That's an average of 1.1 shootings/week. If that doesn't make chills run down your spine, you're probably a Republican. #GunControlNow",False
General_Terms,1022129648103129090,1022105841414090752,Quote,Support,Implicit_Support,1.0,"#Wisconsin, Remember all those years @SpeakerRyan told you he was a deficit hawk? He was lying. https://t.co/CuKVhguX1Q","Paul Ryan became Speaker of the House weeks after fiscal year 2015 ended with a deficit of $439 billion. Trump OMB deficit projection this year: $890 billion. Next year: $1,085 billion.",False
General_Terms,1021854422123655168,1021688388573908993,Quote,Denial,Implicit_Denial,1.0,Call both men to order? Or call the IGP to order! No need to feign neutrality sir. We know where you heart lies. https://t.co/gXpY4zmAIs,My view: the power show at the residence of the Senate President is a direct fallout of the unresolved conflict between him and the IGP. It has nothing to do with the President. @MBuhari should now call both men to order. We still need to get to the bottom of the #OffaRobbery.,False
General_Terms,1019282548457967616,1019253901294522368,Quote,Support,Implicit_Support,1.0,"Mitch McConnell, your lying, cheating, traitorous ass is still going to prison. You’re in the Conspiracy to Defraud the United States. So, shut up, no one cares what you say. You’re a phony. https://t.co/z4c8CgP4I6","Senator McConnell, @SenateMajLdr you accepted more direct Russian campaign contributions than any member of Congress. Any explanation?",False
General_Terms,1018344786959503360,1017163333437358082,Quote,Comment,Comment,1.0,"By day, I do advocacy work to end #AIDS &amp; homelessness. By night, I write fiction &amp; tell stories that need telling. &amp; I’m raising $15K for @brakingaidsride, a 3-day, 3-mile cycling ride benefiting @housingworks. Kylie can donate here: https://t.co/jcjS4m7jAB Any other questions? https://t.co/LciopIs7Mt",19-year-old Kylie Jenner is worth $900 million and on pace to become the youngest self-made billionaire ever. What are you doing with your life? https://t.co/Bio7RHOjub https://t.co/jeZhMuqjHJ,False
General_Terms,1021661551516942338,1021435878848237570,Quote,Comment,Comment,1.0,"The Press is not ""the enemy of the ppl""; the press is under siege. And if they get more stories wrong it's because layoffs have made it near impossible. @FisolaNYDN is the best. If HE can be laid off...? https://t.co/PHH0FlNoJ3",Just a quick update.... https://t.co/77qgTOgKgY,False
General_Terms,1021387987408637952,1021386338342522881,Quote,Support,Implicit_Support,1.0,"With all of the back and forth them flip and flop of the last week isn't it clear where this man's loyalties lie. It's not with United States or with our intelligence community but with Russia, Putin, and whichever oligarchs lent this moron money https://t.co/ev8RpdRMFE","We should not move on from, or stop thinking about, how significant it is that after Helsinki and all the walkbacks, @realDonaldTrump tweeted that it was a hoax that Russia interfered in the election. A spit in the eye of his intelligence community.",False
General_Terms,1022308522246250496,1022239404910411776,Quote,Denial,Implicit_Denial,1.0,"Oh boo fucking hoo. ""The great &amp; mighty,"" @CNN wasn't invited to the White House. Get over yourselves. All that you publish, is fake news &amp; hit pieces. #FuckCNN #CNNIsFakeNews #FakeNews #MAGA #KAG https://t.co/oFi52NOkc1",Statement regarding CNN press access at today’s White House event. We demand better. https://t.co/s4lSTcHVak,False
Student_Marches,981669139118002176,981641973999263744,Reply,Support,Implicit_Support,1.0,"@GrizzleMeister He’s a liar and worse, he pretends to represent Jesus Christ.",Sometimes I sit around contemplating on whether Juan Williams has a mild form of mental retardation or whether the… https://t.co/LCeIp9rMyC,False
Student_Marches,982102185570861056,982027127301132289,Reply,Comment,Comment,1.0,@mcspocky Alter words to be on similar type pic... #Fake News #Fake President Or... similar pic with (🚫) red lin… https://t.co/LGTc9GbXlT,"I'm looking for ideas for new designs to use on resistance Tee Shirts. What are some things you would like to see,… https://t.co/fj96Zzgo9d",True
Student_Marches,980149289031618560,980109997874057222,Reply,Support,Explicit_Support,1.0,@B52Malmet @BadASSSery Right!! The @NRA just continues to lie lie lie,I call BS on the NRA for claiming our stance re: #GunReform means we want to take away the 2nd amendment. I call BS on Laura Ingraham &amp; any adult who dares to smear #Parkland kids. I call BS on every politician sending thoughts &amp; prayers after another mass shooting. #NeverAgain https://t.co/vqYjRpLKXt,False
Student_Marches,980422592342278144,980422397915516929,Reply,Comment,Comment,1.0,@mog7546 I think Dana’s tuts are fake anyway.,CAT FIGHT #NRA’s Loesch attacked Kayleigh McEnany as 'FLAT-CHESTED' after #Trump spokeswoman’s BREAST CANCER SURGERY A RAT IS A RAT #Easter #Trump #MeToo #Cancer https://t.co/3B7PSTYbda,False
Student_Marches,979530267177226241,979475222826020865,Reply,Denial,Explicit_Denial,1.0,@NRA More lies from the NRA.,"#ICYMI #MarchForOurLives exposed the goal of ‘commonsense gun reform,’ a full repeal of the #2A Join us in the fight to protect YOUR right to own a firearm. #DefendTheSecond #2A #NRA https://t.co/Z0BBAkBFs9",False
Student_Marches,983515001175539712,983483638829408256,Reply,Comment,Comment,1.0,"@MSNBC @hardball An ""attack on our country"" is having 45 as president. Fake president that lives in a fake reality all in his mind.","President Trump said the FBI raid of his lawyer Michael Cohen's office and hotel room was ""a witch hunt"" and ""an attack on our country."" WATCH analysis on @Hardball: https://t.co/Cb0WHIUzyc",False
Student_Marches,980957255729283072,980951584116035584,Reply,Comment,Comment,1.0,"@DrJasonJohnson @hardball @WeAreSinclair Beyond being absurd, trump's tweet today about the legit media being ""fake news"" and holding up Sinclair as anything but is maybe the best example so far of his ""trumpjections"" (i.e., his projecting onto others the same/worse, as a way to cover his doing the same thing). 🤯",Going on @hardball to talk Trump's media relationships and @WeAreSinclair tune in ! https://t.co/fmq8I9nEyo,False
Student_Marches,982377609433702400,982351189088976900,Reply,Denial,Explicit_Denial,1.0,"@GrizzleMeister @carrieksada @SenSanders Bullshit, here is a picture of a an actual socialized medicine hospital https://t.co/YN2rXDYhsC","Hey Bernie! @SenSanders, can you explain this socialism 💩 to the rest of the people not stupid enough to vote for y… https://t.co/FelF4dZLts",False
Student_Marches,982343578637815808,981876676324802563,Reply,Denial,Explicit_Denial,1.0,@HeerJeet Ol Jeet being wrong is really nothing new.,This article makes a convincing case that I (and others) were wrong to portray the Pulse massacre as being motivated by homophobia: https://t.co/sfiyrVWXoP,False
Student_Marches,978207989881626625,977961578451660802,Reply,Support,Implicit_Support,1.0,@kurteichenwald @davidhogg111 They've been manipulated by the evil NRA and its lies.,"What is amazing to me is that @davidhogg111 has offered his position on what gun laws should be and they are so unbelievably reasonable that no rational person could disagree. But gunners (who dont read) scream ""he wants to take our guns!!!"" Ignorance breeds violence.",False
Student_Marches,978726154117894144,978712417789243398,Reply,Comment,Comment,1.0,"@JohnCornyn EVERY republican needs to come out STRONGLY AGAINST, horrific fake “false flag” rhetoric!! Esp from fellow elected republicans!! Like Devin Nunes Twitter! &amp; NRA Dana Leosch @ cpac! Denying babies of @ Sandy Hook deaths and 58 souls in Vegas is APPALLING! Apathy=guiltily☮️🇺🇸","Respectfully, banning bump stocks and improving background checks are hardly “tiny” - both will save lives: https://t.co/1j0dccTAfA",False
Student_Marches,984072370569777153,984055267435466752,Reply,Support,Explicit_Support,1.0,"@mflynnJR Yes!!! Thank you! Enough with The BS. Qaddafi, Hussein, now Assad? No to War!!! No more war. This is a set up. @realDonaldTrump knows it. Do NOT strike Syria Mr. President. Hold your ground. Keep your pre election promise. Get us out of there now.",Will the American people be shown the proof that Assad was directly responsible for the two previous chemical attac… https://t.co/05der4ZRFL,False
Student_Marches,980208601292820481,980186671130992641,Reply,Denial,Explicit_Denial,1.0,"@pacelattin @NRA #fakenews and another lying lier face in the #Metoo bowel ""movement""","Oh, yes, it's getting worse. Courtney Love claims Ted Nugent raped her when she was 12. @NRA board member. Wow.… https://t.co/TZ5ByJix5y",False
Iran_Deal,991387066108915712,963930724511485952,Reply,Comment,Comment,1.0,@brhodes They also have been given the option to self inspect. The Iran Deal is a joke and full of lies always has been. The only bigger joke is the idiots who created it and sugned it. You should read it sometime. I did...,Politicians have spent literally trillions of our dollars to prevent terrorist attacks on the United States. We would save a lot more lives if they would apply some political courage to keep weapons of war away from people who want to kill in our own country.,False
Iran_Deal,994275891038621702,994268518626443265,Reply,Comment,Comment,1.0,@TheView @jaketapper MEGHAN if CNN has a bias why do they have Trumpers on 24hrs a day trying 2 protect Trumps lies! If CNN is bias then WTF is FOX? Dam she reminds me of a spoiled arrogant entitled snob that things she's right ALL THE TIME &amp; her words are all that matters &amp; @TheView caters 2 her! 💯 https://t.co/MfDvzxKy3r,"CNN anchor @jaketapper responds to critics who say some of his reporting has been biased and editorialized: ""I am absolutely biased against lies [and against] when people say things that are indecent."" https://t.co/f8u2wc159S https://t.co/3gB7LXw8wd",False
Iran_Deal,993635431735414785,993568014208552960,Reply,Comment,Comment,1.0,@NRA Convicted LIAR. Sold arms to Iran so Ronald Reagan could funnel money to an illegal operation. North went to JAIL. #OliverNorth #IranContra #ArmsDealers #nra @NRAILA @NRATV @GOP,"“Most exciting news for NRA members since Charlton Heston Became President of Our Association,” —Wayne LaPierre, NRA Executive Vice President and CEO https://t.co/VjY8xNXFmd #2A",False
Iran_Deal,991291605234651137,991164663361622017,Reply,Comment,Comment,1.0,@jimmy_dore @YouTube Who cares about this bullshit?? Get back to what you're good at.. investigating why we're being talked into WAR WITH IRAN and why the so-called Democratic Party (of which I used to be a member) no longer supports an anti-war agenda.,Comedian Slams Whitehouse Press - Media Impotently Lashes Back: https://t.co/MuBq4CHWiK via @YouTube,False
Iran_Deal,992864514633863168,992854139267878912,Reply,Queries,Queries,1.0,"@T_S_P_O_O_K_Y per @C_3C_3 So let me get this straight: The Feds redacted info abt Gen Flynn NOT LYING during his interview for “National Security” reasons but leave our border open, gave Iran $1.7 Billion &amp; gave Russia 20% of US uranium. But this isn’t a Witch Hunt &amp; Trump is dangerous?","Check out this thread - an examination of the deep abuse of ""redactions"" - as someone who has had experience with this (Operation DARK HEART publishing) it was clear then and now the use of redactions is not to protect security - it is to protect government wrongdoing: https://t.co/u8mFZARHDF",False
Iran_Deal,994243479403487233,994204339018371072,Reply,Comment,Comment,1.0,@SquarePegDem Such total and complete ignorance is rarely seen. Ignorant serial liar Corrupt Clown POTUS cannot even find Iran on a map but is apparently happy to let them develop nuclear capability just to spite his infinitely more intelligent and universally respected predecessor. Sad! https://t.co/LmxXPzg1DB,Saved by our bold disrupter: https://t.co/tYm8FjFXs7,False
Iran_Deal,989690571244687360,989522990713815040,Reply,Denial,Explicit_Denial,1.0,@CharlieDaniels https://t.co/tPWRbBp7QS are Big LIE .iriet.sinic. https://t.co/8eBuGJmLOD are not https://t.co/4XV6WsHNnd are snake.told me about.Bengasi. 20 ton uranium SOLD to Rusia Wear is the money?.&amp;150 billions free to IRAN for thei nuclear wopen?you friends Clintons &amp; obama MAFIA? 🇺🇸,"Socialism is the bate in the peogressive trap, the free college, free health care, free social services, the problem is, the freer things become the more enslaved the people become until the ultimate aim of socialism Totalitarianism, reveals itself and the dye is already cast.",False
Iran_Deal,988530107471056896,988435778928873472,Reply,Denial,Explicit_Denial,1.0,@Sen_JoeManchin Sorry Senator .... You are so wrong. This guy does will take us into War with Iran. Please watch John Oliver' s show aired on Sunday 4/21. #senmanchin . #BREAKING,"After meeting with Mike Pompeo, discussing his foreign policy perspectives, &amp; considering his distinguished time as CIA Director &amp; his exemplary career in public service, I will vote to confirm Mike Pompeo to be our next Secretary of State.",False
Iran_Deal,993820521258201088,993805207736930308,Reply,Comment,Comment,1.0,@JesseRodriguez @axios @realDonaldTrump @POTUS Trump's False Iran Nuclear Deal Claims Debunked (Also See How Fox News Challenges Trump's Claims) https://t.co/cCdAzGme2M … … #Trump on #IranNukeDeal #IranNuclearDeal #IranDeal #Iran,"In the coming days, the US may pull out of the Iran nuclear deal and then move its embassy in Israel to Jerusalem, provoking Palestinians at a time when thousands plan to march from blockaded Gaza to Israel’s border — and perhaps overrun it. (via @axios)",False
Iran_Deal,994502256526528512,994429430700433410,Reply,Denial,Explicit_Denial,1.0,@LTCJonathan @GorseFires Oh quit your lies. Israel drew first blood in #QUNEITRA and it was the Syrian Arab Army that responded to your attack. Iran was nowhere near the area. https://t.co/WO4jKqP3fA,The IDF has struck dozens of Iranian military targets in Syria in response to the Iranian rocket attack against Israel. Quds force is behind attack and has played the initial price. IDF remains ready for various scenarios but does not seek to escalate the situation. https://t.co/4rC8gHK2LG,False
Iran_Deal,991118902787649536,991035467037634562,Reply,Support,Explicit_Support,1.0,@SaysHummingbird Netanyahu wants to get the US involved in a war with Iran. He also is a liar. We cannot not allow this to happen.,"Netanyahu is dragging America into ANOTHER unnecessary WAR. We want peace in the region, NOT WAR. Watch the video - In 2002, he lied to Congress about evidence of Saddam developing nuclear weapons to drag America into WAR. The Iran Deal must REMAIN. https://t.co/qUECn7hNEg",False
Iran_Deal,992746731480801286,992637561624580096,Reply,Queries,Queries,1.0,@MSNBC Kind of like Obama lied about the Iran deal so everything g he said must be a lie???,"Rep. Eric Swalwell: ""If he's willing to lie to the American people about what he did with this payoff, I think we can assume that he may be lying to us about what happened with the Russians prior and after the election."" https://t.co/9QpbQsOqYF",False
Iran_Deal,987718048256876544,987717338081394688,Reply,Denial,Explicit_Denial,1.0,"@DineshDSouza Did you give Obama any credit when dealing with Iran? And frankly I find your premise wrong, I have seen Trump get praise with handling of North Korea, which is still a work in progress. #doublestandard",The media is shamelessly downplaying the story about North Korea taking steps to junk nukes—can’t bring themselves to give Trump any credit,False
Iran_Deal,993202092071378948,993191794463707136,Reply,Support,Explicit_Support,1.0,"@JulzSaveUSA Conway is just another lying waste of sperm! Trump seems to attract a lot of those. Call Trump a liar, pivot to https://t.co/P7lPYH54X2 Trump a liar, pivot to Iran. She's like a bobtail cat chasing her tail! There was a time that I still had a 'little' respect for her: no more!!",Sh is such a stupid BITCH! https://t.co/xjjmJw7AvN,False
Iran_Deal,994562402749382656,994558032720875523,Reply,Denial,Explicit_Denial,1.0,"@MuleRetired @ISupport_Israel You're mistaken, Iran has been a Muslim country for ages. After the 1979 Revolution though it became an Islamic State with Khomeini as 'Supreme Leader'.","Watch: Iran Before 1979, before Islam -Many people do not know it, but Iran was one of the most modern and developed countries in Asia. Everything changed when the Islamists started the Islamic revolution and imposed Sharia law https://t.co/jfhgg3XyoQ @ISupport_Israel",False
Iran_Deal,991083874422751232,991006777180385280,Reply,Denial,Implicit_Denial,1.0,"@AriFleischer @netanyahu Anyone that still believes @netanyahu is not a liar does not know him. Ari is certainly a fool. He believed Iraq had WMD too. America is still paying for his stupidity. No Iraq WMD, No proof Iran is lying. No reason to end Iran deal, No reason NK should trust Trump.",This is one powerful presentation by @netanyahu. Anyone who doesn’t think Iran was lying and still is lying doesn’t know Iran.,False
Iran_Deal,994045572863676416,993930032790867969,Reply,Denial,Explicit_Denial,1.0,"@LindseyGrahamSC @realDonaldTrump You’re wrong, sir. And it will cost American lives. From the bottom of my heart, Go fuck yourself. You, our inept president, and your backwards &amp; destructive GOP policies. #Vote2018 #Iran #Warmongers #GOP #UnAmerican",I strongly support President @realDonaldTrump's decision to withdraw from the Iran nuclear deal. He made a strong and convincing case for this position.,False
Iran_Deal,994348164911108127,994347760232161280,Reply,Comment,Comment,1.0,@donttreadupon @theblaze Iran goes back to Regan Iran contra bs. Obama had the most progress after our meddling ended up in Iran losing democracy.,Glenn Beck: Iranian conflict is Obama administration’s ‘true legacy’ – here’s why https://t.co/z6ieOV1Tuy via @theblaze,False
Iran_Deal,989270229829275649,988723031521579008,Reply,Denial,Explicit_Denial,1.0,"@JZarif IF YOU BELIEVE HIJAB IS A CULTURE AND PEOPLE OF IRAN APPROVE IT ,WHY ARE YOU FORCING IT? SAY YOUR LIES IN A WAY THAT ONE DUMB PERSON COULD BUY IT !","I stressed @ CFR &amp; will stress again today @ UNGA that it is imperative for us in the Persian Gulf to change the prevailing zero-sum paradigm of exclusion &amp; hostility to one of cooperation and confidence-building. I invite our neighbors &amp; UN to support ""Regional Dialogue Forum"".",False
